order_number,order_line_number,external_order_id,order_date,order_type,order_status,channel,source_system,customer_id,customer_name,customer_po_number,customer_email,customer_phone,sku,item_number,product_name,product_category,subcategory,brand,unit_of_measure,quantity_ordered,quantity_allocated,quantity_shipped,quantity_backordered,unit_price,extended_price,discount_percent,discount_amount,tax_rate,tax_amount,freight_amount,order_total,currency,payment_terms,payment_method,payment_status,invoice_number,invoice_date,warehouse_id,warehouse_location_code,zone,aisle,rack,shelf,bin,ship_to_name,ship_to_address1,ship_to_address2,ship_to_city,ship_to_state,ship_to_postal_code,ship_to_country,carrier,service_level,tracking_number,requested_ship_date,actual_ship_date,created_by,created_timestamp,last_modified_timestamp
SO-2025-000920,1,EXT-RET-90734669,2025-11-25,Sales Order,Processing,Retail Store,Shopify,CUST-000685,Luis Rivera,PO-602104,luis.rivera685@examplecustomer.com,(970) 236-5207,MON-NEX-P190-PRO-0568,ITM-000568,NextCom P190-PRO 4K Monitor,Monitor,4K Monitor,NextCom,EA,1,1,0,0,754.91,754.91,0.00,0.00,8.2500,62.28,0.00,817.19,USD,COD,Amex,Paid,INV-2025-000920,2025-11-27,WH-MIA-01,Z09-A19-R084-S04-B03,Z09,A19,R084,S04,B03,Luis Rivera,5570 Palm Dr,,Los Angeles,CA,90053,USA,DHL,Ground,,2025-11-26,,mchen,2025-11-25 05:55:00,2025-12-04 08:54:00
SO-2025-000921,1,EXT-MAR-26850179,2025-07-17,Sales Order,New,Marketplace,Shopify,CUST-000490,Jennifer Thomas,,jennifer.thomas490@examplecustomer.com,(724) 219-6102,ROU-NEX-N849-SL-0685,ITM-000685,NextCom N849-SL Wi-Fi Router,Router,Wi-Fi Router,NextCom,EA,24,1,0,0,650.11,15602.64,0.00,0.00,7.0000,1092.18,49.99,16744.81,USD,ACH Prepaid,Net Terms,Paid,,,WH-MIA-01,Z09-A05-R036-S01-B05,Z09,A05,R036,S01,B05,Jennifer Thomas,7193 Weston Ter,,San Diego,CA,92192,USA,XPO,Economy,,2025-07-19,,system,2025-07-17 19:11:00,2025-07-25 17:10:00
SO-2025-000922,1,EXT-E-C-23042135,2025-04-20,Sales Order,New,E-commerce,Manual Entry,CUST-000168,Joshua Jones,,joshua.jones168@examplecustomer.com,(454) 439-6477,STO-VOL-G165-BK-0550,ITM-000550,VoltEdge G165-BK External HDD,Storage,External HDD,VoltEdge,EA,2,1,0,0,124.46,248.92,0.00,0.00,8.7500,21.78,49.99,320.69,USD,Net 15,Wire,Paid,,,WH-MIA-01,Z11-A05-R058-S04-B02,Z11,A05,R058,S04,B02,Joshua Jones,7933 Brickell Ave,,Dallas,TX,75264,USA,XPO,2-Day,,2025-04-22,,shopify_api,2025-04-20 08:39:00,2025-04-28 04:44:00
SO-2025-000923,1,EXT-RET-43521471,2025-07-20,Sales Order,Allocated,Retail Store,Manual Entry,CUST-000402,Jessica Brown,PO-520081,jessica.brown402@examplecustomer.com,(825) 962-8237,ROU-TER-R343-SL-0232,ITM-000232,TerraWave R343-SL VPN Router,Router,VPN Router,TerraWave,EA,3,3,0,0,526.70,1580.10,0.00,0.00,0.0000,0.00,12.99,1593.09,USD,ACH Prepaid,PayPal,Pending,INV-2025-000923,2025-07-23,WH-MIA-01,Z18-A14-R053-S01-B05,Z18,A14,R053,S01,B05,Jessica Brown,7700 Magnolia Rd,,New York,NY,10053,USA,DHL,Ground,,2025-07-22,,jmartinez,2025-07-20 22:29:00,2025-07-26 04:49:00
SO-2025-000924,1,EXT-WHO-91928328,2025-01-18,Sales Order,Picked,Wholesale,EDI,CUST-000979,Robert Carter,,robert.carter979@examplecustomer.com,(566) 839-2335,COM-VOL-P807-WH-0224,ITM-000224,VoltEdge P807-WH Mini PC,Computer,Mini PC,VoltEdge,EA,2,2,0,0,842.06,1684.12,0.00,0.00,7.0000,117.89,49.99,1852.00,USD,Net 30,Mastercard,Refunded,INV-2025-000924,2025-01-18,WH-MIA-01,Z02-A08-R039-S07-B04,Z02,A08,R039,S07,B04,Robert Carter,9031 Magnolia Blvd,,Dallas,TX,75285,USA,USPS,2-Day,US45037374548,2025-01-21,2025-01-20,shopify_api,2025-01-18 13:02:00,2025-01-19 19:16:00
SO-2025-000925,1,EXT-B2B-47340464,2025-09-24,Sales Order,Delivered,B2B,ERP,CUST-001177,Joshua Adams,PO-830342,joshua.adams1177@examplecustomer.com,(730) 220-2170,KEY-TER-X603-BK-0281,ITM-000281,TerraWave X603-BK Mechanical Keyboard,Keyboard,Mechanical Keyboard,TerraWave,EA,3,3,3,0,26.27,78.81,10.00,7.88,7.5000,5.32,19.99,96.24,USD,COD,Mastercard,Invoiced,INV-2025-000925,2025-09-27,WH-MIA-01,Z17-A12-R066-S06-B01,Z17,A12,R066,S06,B01,Joshua Adams,6696 Riverside Ct,,Orlando,FL,32888,USA,XPO,Economy,XP91164344163,2025-09-28,2025-10-01,mchen,2025-09-24 16:14:00,2025-09-29 16:58:00
SO-2025-000926,1,EXT-MAR-68087298,2025-10-01,Sales Order,New,Marketplace,Manual Entry,CUST-001092,Miguel Thompson,PO-542469,miguel.thompson1092@examplecustomer.com,(850) 453-6770,MOU-VOL-A444-SL-0317,ITM-000317,VoltEdge A444-SL Gaming Mouse,Mouse,Gaming Mouse,VoltEdge,EA,2,2,0,0,12.97,25.94,20.00,5.19,0.0000,0.00,12.99,33.74,USD,Net 45,Mastercard,Authorized,,,WH-MIA-01,Z04-A03-R075-S02-B01,Z04,A03,R075,S02,B01,Miguel Thompson,8729 Pine Ter,Dock 11,Orlando,FL,32817,USA,USPS,Overnight,,2025-10-02,,mchen,2025-10-01 10:01:00,2025-10-01 03:42:00
SO-2025-000927,1,EXT-WHO-19612870,2025-07-31,Sales Order,Allocated,Wholesale,Manual Entry,CUST-000286,Donald Flores,,donald.flores286@examplecustomer.com,(552) 237-4302,ACC-NOV-X239-PRO-0917,ITM-000917,NovaVision X239-PRO Docking Station,Accessory,Docking Station,NovaVision,EA,12,12,0,0,337.16,4045.92,15.00,606.89,7.5000,257.93,9.99,3706.95,USD,Net 30,Amex,Pending,INV-2025-000927,2025-08-01,WH-MIA-01,Z11-A31-R052-S05-B01,Z11,A31,R052,S05,B01,Donald Flores,3042 Washington Ln,,Orlando,FL,32850,USA,DHL,2-Day,,2025-08-01,,edi_user,2025-07-31 15:05:00,2025-08-07 03:28:00
SO-2025-000928,1,EXT-RET-80549279,2025-10-08,Sales Order,Shipped,Retail Store,Amazon,CUST-000556,Linda Green,,linda.green556@examplecustomer.com,(977) 955-4540,CAB-BRI-R239-BK-0019,ITM-000019,BrightView R239-BK Power Cable,Cable,Power Cable,BrightView,PACK,2,2,2,0,88.35,176.70,0.00,0.00,0.0000,0.00,12.99,189.69,USD,Credit Card,Visa,Authorized,INV-2025-000928,2025-10-10,WH-MIA-01,Z05-A32-R005-S03-B05,Z05,A32,R005,S03,B05,Linda Green,4809 Maple Rd,,Dallas,TX,75236,USA,Old Dominion,Ground,OL73413599601,2025-10-10,2025-10-15,mchen,2025-10-08 07:17:00,2025-10-12 09:25:00
SO-2025-000929,1,EXT-B2B-78012664,2025-01-07,Sales Order,Shipped,B2B,Manual Entry,CUST-000892,Sandra Lee,,sandra.lee892@examplecustomer.com,(863) 870-7493,STO-ZEN-G621-PLUS-0328,ITM-000328,Zenith Digital G621-PLUS NAS Drive,Storage,NAS Drive,Zenith Digital,EA,12,12,12,0,831.21,9974.52,0.00,0.00,8.7500,872.77,99.99,10947.28,USD,Net 30,Mastercard,Paid,INV-2025-000929,2025-01-09,WH-MIA-01,Z16-A13-R024-S02-B03,Z16,A13,R024,S02,B03,Sandra Lee,9695 Jefferson Ct,,Tampa,FL,33613,USA,DHL,Ground,DH38706347952,2025-01-10,2025-01-09,shopify_api,2025-01-07 18:40:00,2025-01-11 03:45:00
SO-2025-000930,1,EXT-E-C-79154278,2025-07-21,Sales Order,Delivered,E-commerce,ERP,CUST-000343,Rosa Young,PO-655190,rosa.young343@examplecustomer.com,(754) 841-9665,MOU-VOL-N465-WH-0808,ITM-000808,VoltEdge N465-WH Bluetooth Mouse,Mouse,Bluetooth Mouse,VoltEdge,EA,12,12,12,0,138.65,1663.80,0.00,0.00,8.7500,145.58,99.99,1909.37,USD,Net 30,PayPal,Paid,INV-2025-000930,2025-07-24,WH-MIA-01,Z06-A22-R006-S06-B01,Z06,A22,R006,S06,B01,Rosa Young,8454 Washington Blvd,,Fort Lauderdale,FL,33395,USA,USPS,Overnight,US14245417088,2025-07-23,2025-07-22,edi_user,2025-07-21 08:17:00,2025-07-24 14:58:00
SO-2025-000931,1,EXT-E-C-66866860,2025-10-15,Sales Order,Packed,E-commerce,Shopify,CUST-000296,Deborah Allen,,deborah.allen296@examplecustomer.com,(788) 758-8398,COM-OMN-G681-MAX-0679,ITM-000679,OmniLink G681-MAX All-in-One PC,Computer,All-in-One PC,OmniLink,EA,2,2,0,0,1674.93,3349.86,0.00,0.00,8.7500,293.11,9.99,3652.96,USD,Net 30,PayPal,Paid,INV-2025-000931,2025-10-18,WH-MIA-01,Z12-A02-R063-S02-B05,Z12,A02,R063,S02,B05,Deborah Allen,7265 Flagler Blvd,,Houston,TX,77013,USA,FedEx,2-Day,FE96087440706,2025-10-17,2025-10-16,system,2025-10-15 02:46:00,2025-10-21 04:25:00
SO-2025-000932,1,EXT-RET-52413563,2025-11-07,Sales Order,Allocated,Retail Store,ERP,CUST-000948,Miguel Rodriguez,,miguel.rodriguez948@examplecustomer.com,(433) 783-9115,CAB-BRI-N688-MAX-0237,ITM-000237,BrightView N688-MAX DisplayPort Cable,Cable,DisplayPort Cable,BrightView,BOX,4,4,0,0,68.92,275.68,20.00,55.14,8.2500,18.19,49.99,288.72,USD,Credit Card,Net Terms,Paid,INV-2025-000932,2025-11-07,WH-MIA-01,Z19-A28-R094-S08-B05,Z19,A28,R094,S08,B05,Miguel Rodriguez,3978 Miramar Ln,,New York,NY,10039,USA,UPS,Economy,,2025-11-12,,jmartinez,2025-11-07 09:47:00,2025-11-14 09:33:00
SO-2025-000933,1,EXT-E-C-54900275,2025-08-22,Sales Order,Picked,E-commerce,Manual Entry,CUST-000858,Steven Jones,,steven.jones858@examplecustomer.com,(370) 516-3844,MOU-VOL-A353-SL-0398,ITM-000398,VoltEdge A353-SL Trackball Mouse,Mouse,Trackball Mouse,VoltEdge,EA,3,3,0,0,150.90,452.70,0.00,0.00,6.0000,27.16,12.99,492.85,USD,COD,Visa,Authorized,INV-2025-000933,2025-08-24,WH-MIA-01,Z11-A11-R027-S06-B03,Z11,A11,R027,S06,B03,Steven Jones,3882 Biscayne Blvd,,Boston,MA,02117,USA,UPS,Ground,UP23567308004,2025-08-27,2025-08-29,system,2025-08-22 14:55:00,2025-08-28 15:33:00
SO-2025-000934,1,EXT-B2B-36587335,2025-01-13,Sales Order,Allocated,B2B,Manual Entry,CUST-000082,George Scott,PO-445433,george.scott82@examplecustomer.com,(324) 580-8318,MON-SIG-N794-PRO-0185,ITM-000185,SignalMax N794-PRO LED Monitor,Monitor,LED Monitor,SignalMax,EA,2,2,0,0,1132.82,2265.64,10.00,226.56,7.5000,152.93,0.00,2192.01,USD,ACH Prepaid,PayPal,Authorized,INV-2025-000934,2025-01-13,WH-MIA-01,Z08-A14-R022-S02-B01,Z08,A14,R022,S02,B01,George Scott,5442 Sunset St,,Chicago,IL,60637,USA,FedEx,Priority,,2025-01-15,,system,2025-01-13 03:39:00,2025-01-23 15:34:00
SO-2025-000935,1,EXT-B2B-73919119,2025-06-03,Sales Order,Packed,B2B,Manual Entry,CUST-000889,Jennifer Robinson,,jennifer.robinson889@examplecustomer.com,(829) 905-2795,STO-OMN-N329-WH-0581,ITM-000581,OmniLink N329-WH NAS Drive,Storage,NAS Drive,OmniLink,EA,12,12,0,0,181.64,2179.68,20.00,435.94,6.0000,104.62,49.99,1898.35,USD,ACH Prepaid,Net Terms,Invoiced,INV-2025-000935,2025-06-03,WH-MIA-01,Z05-A09-R068-S05-B05,Z05,A09,R068,S05,B05,Jennifer Robinson,5709 Ocean Ter,,Austin,TX,78784,USA,XPO,2-Day,XP21944505587,2025-06-06,2025-06-07,kpatel,2025-06-03 23:09:00,2025-06-13 21:57:00
SO-2025-000936,1,EXT-WHO-56725627,2025-12-07,Sales Order,Packed,Wholesale,Amazon,CUST-000762,John Lewis,PO-948582,john.lewis762@examplecustomer.com,(235) 837-3031,ACC-SIG-P696-WH-0429,ITM-000429,SignalMax P696-WH Laptop Stand,Accessory,Laptop Stand,SignalMax,EA,1,1,0,0,331.70,331.70,0.00,0.00,8.7500,29.02,0.00,360.72,USD,Net 45,Mastercard,Pending,INV-2025-000936,2025-12-07,WH-MIA-01,Z15-A06-R060-S01-B03,Z15,A06,R060,S01,B03,John Lewis,1116 Elm Ter,Dock 9,Phoenix,AZ,85046,USA,FedEx,Standard Freight,FE15744791379,2025-12-09,2025-12-13,kpatel,2025-12-07 03:30:00,2025-12-13 23:24:00
SO-2025-000937,1,EXT-RET-41811702,2025-06-13,Sales Order,Shipped,Retail Store,Amazon,CUST-000260,Elizabeth Mitchell,PO-181620,elizabeth.mitchell260@examplecustomer.com,(233) 670-5766,ACC-QUA-R344-PRO-0789,ITM-000789,QuantumGear R344-PRO USB Hub,Accessory,USB Hub,QuantumGear,EA,3,3,3,0,234.73,704.19,0.00,0.00,8.2500,58.10,0.00,762.29,USD,COD,Mastercard,Refunded,INV-2025-000937,2025-06-14,WH-MIA-01,Z10-A36-R098-S07-B05,Z10,A36,R098,S07,B05,Elizabeth Mitchell,2267 Washington St,,Denver,CO,80274,USA,FedEx,Standard Freight,FE23484479038,2025-06-17,2025-06-18,mchen,2025-06-13 21:50:00,2025-06-22 17:56:00
SO-2025-000938,1,EXT-WHO-87835222,2025-05-24,Sales Order,Delivered,Wholesale,Shopify,CUST-000449,Deborah Anderson,,deborah.anderson449@examplecustomer.com,(444) 587-7652,AUD-QUA-P178-BK-0139,ITM-000139,QuantumGear P178-BK Soundbar,Audio,Soundbar,QuantumGear,EA,1,1,1,0,172.28,172.28,20.00,34.46,8.2500,11.37,0.00,149.19,USD,ACH Prepaid,PayPal,Refunded,INV-2025-000938,2025-05-27,WH-MIA-01,Z02-A33-R076-S01-B04,Z02,A33,R076,S01,B04,Deborah Anderson,5911 Maple Dr,,Los Angeles,CA,90081,USA,UPS,Standard Freight,UP24660050123,2025-05-28,2025-05-30,jmartinez,2025-05-24 21:49:00,2025-06-03 19:42:00
SO-2025-000939,1,EXT-MAR-73728782,2025-10-25,Sales Order,Shipped,Marketplace,EDI,CUST-000295,Greg Moore,PO-880161,greg.moore295@examplecustomer.com,(754) 570-5089,MON-SIG-X865-SL-0986,ITM-000986,SignalMax X865-SL Gaming Monitor,Monitor,Gaming Monitor,SignalMax,EA,1,1,1,0,909.84,909.84,0.00,0.00,6.0000,54.59,7.99,972.42,USD,ACH Prepaid,Visa,Paid,INV-2025-000939,2025-10-25,WH-MIA-01,Z04-A09-R038-S05-B05,Z04,A09,R038,S05,B05,Greg Moore,4802 Washington Dr,,Miami,FL,33198,USA,UPS,Overnight,UP34703567761,2025-10-26,2025-10-27,jmartinez,2025-10-25 11:20:00,2025-11-03 20:00:00
SO-2025-000940,1,EXT-WHO-30683789,2025-11-24,Sales Order,Delivered,Wholesale,Manual Entry,CUST-001162,Lisa Campbell,,lisa.campbell1162@examplecustomer.com,(505) 254-4557,MON-OMN-G916-MAX-0374,ITM-000374,OmniLink G916-MAX Portable Monitor,Monitor,Portable Monitor,OmniLink,EA,4,4,4,0,1118.06,4472.24,0.00,0.00,7.0000,313.06,19.99,4805.29,USD,COD,Visa,Authorized,INV-2025-000940,2025-11-25,WH-MIA-01,Z05-A08-R022-S01-B02,Z05,A08,R022,S01,B02,Lisa Campbell,7201 Pine Dr,,Chicago,IL,60658,USA,UPS,Standard Freight,UP82319271017,2025-11-25,2025-11-25,mchen,2025-11-24 02:34:00,2025-12-03 04:20:00
SO-2025-000941,1,EXT-RET-11487754,2025-12-21,Sales Order,Packed,Retail Store,ERP,CUST-001104,Karen Ramirez,PO-635727,karen.ramirez1104@examplecustomer.com,(723) 807-7967,ACC-ZEN-P592-MAX-0757,ITM-000757,Zenith Digital P592-MAX Power Adapter,Accessory,Power Adapter,Zenith Digital,EA,1,1,0,0,64.65,64.65,0.00,0.00,0.0000,0.00,7.99,72.64,USD,COD,Net Terms,Paid,INV-2025-000941,2025-12-21,WH-MIA-01,Z09-A27-R089-S03-B02,Z09,A27,R089,S03,B02,Karen Ramirez,7758 Washington Rd,,Los Angeles,CA,90032,USA,FedEx,Standard Freight,FE74106405831,2025-12-24,2025-12-23,system,2025-12-21 02:37:00,2025-12-23 00:05:00
SO-2025-000942,1,EXT-RET-13720542,2025-12-28,Sales Order,Processing,Retail Store,Shopify,CUST-000004,Linda Perez,PO-614743,linda.perez4@examplecustomer.com,(530) 786-1707,ROU-QUA-N375-WH-0523,ITM-000523,QuantumGear N375-WH 5G Router,Router,5G Router,QuantumGear,EA,1,1,0,0,301.26,301.26,15.00,45.19,0.0000,0.00,99.99,356.06,USD,Net 30,Amex,Pending,INV-2025-000942,2025-12-28,WH-MIA-01,Z19-A02-R050-S03-B04,Z19,A02,R050,S03,B04,Linda Perez,922 Ocean Ter,,New York,NY,10072,USA,FedEx,Standard Freight,,2025-12-30,,kpatel,2025-12-28 04:35:00,2026-01-01 15:11:00
SO-2025-000943,1,EXT-RET-52614296,2025-07-20,Sales Order,Allocated,Retail Store,EDI,CUST-000696,Amanda Baker,,amanda.baker696@examplecustomer.com,(911) 457-8041,KEY-ZEN-N293-PRO-0219,ITM-000219,Zenith Digital N293-PRO Gaming Keyboard,Keyboard,Gaming Keyboard,Zenith Digital,EA,1,1,0,0,140.05,140.05,0.00,0.00,8.2500,11.55,99.99,251.59,USD,Net 30,PayPal,Refunded,INV-2025-000943,2025-07-21,WH-MIA-01,Z07-A11-R027-S06-B03,Z07,A11,R027,S06,B03,Amanda Baker,2756 Doral Ave,,Chicago,IL,60616,USA,FedEx,Standard Freight,,2025-07-22,,mchen,2025-07-20 20:43:00,2025-07-30 21:14:00
SO-2025-000944,1,EXT-MAR-29554085,2025-08-01,Sales Order,Backordered,Marketplace,EDI,CUST-001160,Rosa Johnson,PO-318282,rosa.johnson1160@examplecustomer.com,(666) 661-9372,MOU-NEX-X238-PRO-0058,ITM-000058,NextCom X238-PRO Trackball Mouse,Mouse,Trackball Mouse,NextCom,EA,2,0,0,2,86.37,172.74,0.00,0.00,7.0000,12.09,9.99,194.82,USD,ACH Prepaid,Visa,Authorized,INV-2025-000944,2025-08-02,WH-MIA-01,Z15-A23-R009-S07-B02,Z15,A23,R009,S07,B02,Rosa Johnson,7661 Magnolia St,Dock 8,Chicago,IL,60669,USA,DHL,2-Day,,2025-08-03,,kpatel,2025-08-01 23:16:00,2025-08-10 08:31:00
SO-2025-000945,1,EXT-E-C-38062041,2025-08-21,Sales Order,Shipped,E-commerce,Manual Entry,CUST-000606,Greg Campbell,PO-303521,greg.campbell606@examplecustomer.com,(902) 520-2642,TV-BRI-G488-PLUS-0376,ITM-000376,BrightView G488-PLUS OLED TV,TV,OLED TV,BrightView,EA,2,2,2,0,1445.14,2890.28,20.00,578.06,8.2500,190.76,12.99,2515.97,USD,Credit Card,ACH,Invoiced,INV-2025-000945,2025-08-24,WH-MIA-01,Z04-A33-R009-S07-B04,Z04,A33,R009,S07,B04,Greg Campbell,6933 Jefferson Ct,,Chicago,IL,60672,USA,UPS,Priority,UP50837688646,2025-08-24,2025-08-24,system,2025-08-21 19:37:00,2025-08-26 02:59:00
SO-2025-000946,1,EXT-B2B-80201878,2025-12-16,Sales Order,Shipped,B2B,ERP,CUST-000730,Sandra Silva,PO-954073,sandra.silva730@examplecustomer.com,(252) 427-5265,CAB-NEX-A434-WH-0471,ITM-000471,NextCom A434-WH HDMI Cable,Cable,HDMI Cable,NextCom,BOX,3,3,3,0,86.44,259.32,20.00,51.86,8.2500,17.12,0.00,224.58,USD,Net 15,PayPal,Paid,INV-2025-000946,2025-12-18,WH-MIA-01,Z03-A30-R093-S02-B04,Z03,A30,R093,S02,B04,Sandra Silva,6527 Magnolia Ter,,Fort Lauderdale,FL,33301,USA,DHL,Standard Freight,DH56593388114,2025-12-17,2025-12-21,shopify_api,2025-12-16 12:58:00,2025-12-16 01:14:00
SO-2025-000947,1,EXT-RET-60749858,2025-12-16,Sales Order,Cancelled,Retail Store,Manual Entry,CUST-000674,William Lee,PO-429721,william.lee674@examplecustomer.com,(541) 570-5937,ACC-TER-X364-BK-0895,ITM-000895,TerraWave X364-BK USB Hub,Accessory,USB Hub,TerraWave,EA,1,0,0,0,232.75,232.75,0.00,0.00,0.0000,0.00,19.99,252.74,USD,Credit Card,PayPal,Voided,,,WH-MIA-01,Z17-A10-R026-S04-B01,Z17,A10,R026,S04,B01,William Lee,4459 Washington Way,,Tampa,FL,33693,USA,UPS,Overnight,,2025-12-18,,jmartinez,2025-12-16 07:13:00,2025-12-19 15:29:00
SO-2025-000948,1,EXT-E-C-56516074,2025-11-28,Sales Order,Shipped,E-commerce,EDI,CUST-000261,Robert Anderson,,robert.anderson261@examplecustomer.com,(687) 263-5339,CAB-TER-A676-WH-0457,ITM-000457,TerraWave A676-WH HDMI Cable,Cable,HDMI Cable,TerraWave,PACK,2,2,2,0,23.34,46.68,0.00,0.00,0.0000,0.00,9.99,56.67,USD,Net 15,Net Terms,Pending,INV-2025-000948,2025-11-30,WH-MIA-01,Z02-A20-R099-S07-B01,Z02,A20,R099,S07,B01,Robert Anderson,3642 Flagler Blvd,Dock 10,Tampa,FL,33633,USA,DHL,Overnight,DH19550243768,2025-11-30,2025-12-05,mchen,2025-11-28 01:41:00,2025-12-08 01:53:00
SO-2025-000949,1,EXT-E-C-13294332,2025-07-10,Sales Order,Delivered,E-commerce,Manual Entry,CUST-000300,Juan Ramirez,,juan.ramirez300@examplecustomer.com,(597) 251-8081,COM-PIX-P477-MAX-0426,ITM-000426,PixelPro P477-MAX All-in-One PC,Computer,All-in-One PC,PixelPro,EA,10,10,10,0,2528.51,25285.10,10.00,2528.51,8.2500,1877.42,0.00,24634.01,USD,Net 45,PayPal,Paid,INV-2025-000949,2025-07-10,WH-MIA-01,Z10-A37-R059-S04-B03,Z10,A37,R059,S04,B03,Juan Ramirez,6002 Ocean Dr,,Jacksonville,FL,32290,USA,UPS,Standard Freight,UP17169312374,2025-07-15,2025-07-12,shopify_api,2025-07-10 06:05:00,2025-07-17 12:49:00
SO-2025-000950,1,EXT-E-C-84858914,2025-08-06,Sales Order,Shipped,E-commerce,Manual Entry,CUST-001199,Amanda Walker,,amanda.walker1199@examplecustomer.com,(298) 265-4037,STO-ZEN-G621-PLUS-0328,ITM-000328,Zenith Digital G621-PLUS NAS Drive,Storage,NAS Drive,Zenith Digital,EA,3,3,3,0,831.21,2493.63,15.00,374.04,8.2500,174.87,9.99,2304.45,USD,Credit Card,ACH,Refunded,INV-2025-000950,2025-08-07,WH-MIA-01,Z16-A13-R024-S02-B03,Z16,A13,R024,S02,B03,Amanda Walker,6490 Oak Ct,,Phoenix,AZ,85056,USA,FedEx,Overnight,FE97425666633,2025-08-08,2025-08-09,mchen,2025-08-06 15:29:00,2025-08-14 08:20:00
SO-2025-000951,1,EXT-B2B-92846706,2025-09-23,Sales Order,Shipped,B2B,Amazon,CUST-001124,Brian White,,brian.white1124@examplecustomer.com,(435) 498-8560,CAB-PIX-R748-BK-0279,ITM-000279,PixelPro R748-BK USB-C Cable,Cable,USB-C Cable,PixelPro,BOX,5,5,5,0,9.97,49.85,20.00,9.97,8.7500,3.49,0.00,43.37,USD,Net 30,Net Terms,Paid,INV-2025-000951,2025-09-26,WH-MIA-01,Z06-A29-R091-S03-B05,Z06,A29,R091,S03,B05,Brian White,2967 Lincoln Way,,Houston,TX,77059,USA,DHL,Priority,DH19381913218,2025-09-24,2025-09-28,jmartinez,2025-09-23 12:43:00,2025-09-29 07:50:00
SO-2025-000952,1,EXT-MAR-53805984,2025-02-20,Sales Order,Allocated,Marketplace,EDI,CUST-000092,Thomas Wright,PO-989180,thomas.wright92@examplecustomer.com,(373) 724-9176,MOU-ZEN-R439-WH-0180,ITM-000180,Zenith Digital R439-WH Wireless Mouse,Mouse,Wireless Mouse,Zenith Digital,EA,2,2,0,0,158.79,317.58,0.00,0.00,0.0000,0.00,99.99,417.57,USD,COD,Wire,Paid,INV-2025-000952,2025-02-22,WH-MIA-01,Z07-A16-R055-S03-B05,Z07,A16,R055,S03,B05,Thomas Wright,8982 Maple Rd,,Philadelphia,PA,19181,USA,XPO,Ground,,2025-02-25,,edi_user,2025-02-20 02:03:00,2025-02-24 02:10:00
SO-2025-000953,1,EXT-MAR-18266380,2025-11-09,Sales Order,Shipped,Marketplace,Amazon,CUST-000234,Barbara Green,PO-845316,barbara.green234@examplecustomer.com,(694) 264-9393,COM-SIG-R777-SL-0477,ITM-000477,SignalMax R777-SL Mini PC,Computer,Mini PC,SignalMax,EA,2,2,2,0,1532.60,3065.20,15.00,459.78,8.2500,214.95,7.99,2828.36,USD,Credit Card,ACH,Paid,INV-2025-000953,2025-11-12,WH-MIA-01,Z05-A04-R067-S03-B02,Z05,A04,R067,S03,B02,Barbara Green,7110 Cypress Ter,,Nashville,TN,37223,USA,UPS,Overnight,UP16186331405,2025-11-11,2025-11-12,shopify_api,2025-11-09 13:43:00,2025-11-19 02:57:00
SO-2025-000954,1,EXT-RET-28901079,2025-05-29,Sales Order,Shipped,Retail Store,ERP,CUST-000097,Karen Thompson,,karen.thompson97@examplecustomer.com,(640) 524-6312,CAB-VOL-X547-SL-0760,ITM-000760,VoltEdge X547-SL USB-C Cable,Cable,USB-C Cable,VoltEdge,EA,12,12,12,0,63.22,758.64,20.00,151.73,7.0000,42.48,19.99,669.38,USD,Net 45,Mastercard,Refunded,INV-2025-000954,2025-06-01,WH-MIA-01,Z06-A06-R095-S02-B04,Z06,A06,R095,S02,B04,Karen Thompson,9080 Highland St,,Charlotte,NC,28250,USA,DHL,Ground,DH84661757882,2025-06-02,2025-05-31,shopify_api,2025-05-29 04:53:00,2025-06-03 19:47:00
SO-2025-000955,1,EXT-B2B-14193353,2025-12-12,Sales Order,Shipped,B2B,Amazon,CUST-000596,Lisa Lee,PO-389019,lisa.lee596@examplecustomer.com,(865) 225-9111,COM-PIX-X405-MAX-0766,ITM-000766,PixelPro X405-MAX Laptop,Computer,Laptop,PixelPro,EA,5,5,5,0,1001.72,5008.60,0.00,0.00,6.0000,300.52,49.99,5359.11,USD,Credit Card,Net Terms,Pending,INV-2025-000955,2025-12-14,WH-MIA-01,Z14-A06-R030-S05-B03,Z14,A06,R030,S05,B03,Lisa Lee,242 Cypress Way,,Dallas,TX,75248,USA,Old Dominion,Standard Freight,OL68697929806,2025-12-13,2025-12-17,kpatel,2025-12-12 00:59:00,2025-12-16 20:07:00
SO-2025-000956,1,EXT-MAR-89197282,2025-08-25,Sales Order,Processing,Marketplace,EDI,CUST-000211,Matthew Thompson,PO-160513,matthew.thompson211@examplecustomer.com,(799) 203-8850,ACC-APE-P712-PRO-0560,ITM-000560,ApexTech P712-PRO USB Hub,Accessory,USB Hub,ApexTech,EA,24,24,0,0,57.35,1376.40,15.00,206.46,7.5000,87.75,49.99,1307.68,USD,Net 15,Visa,Paid,INV-2025-000956,2025-08-25,WH-MIA-01,Z20-A31-R025-S07-B04,Z20,A31,R025,S07,B04,Matthew Thompson,604 Cypress Dr,,Jacksonville,FL,32216,USA,XPO,Standard Freight,,2025-08-29,,kpatel,2025-08-25 15:15:00,2025-08-26 11:58:00
